Facility Name,Address 1,Address 2,Address 3,City,State,Zip Code,Phone,Fax,,,,
Keesler Air Force Base,301 Fisher St,81st MDG/ MDTS/SGQX Mammography,,Keesler AFB,MS,39534-2576,228376-0475,228376-0178,,,,
Keller Army Community Hospital,900 Washington Rd.,United States Military Academy,,West Point,NY,10996-1197,845938-4840,845938-6399,,,,
Kelsey - Seybold Medical Group, PLLC,22121 FM 1093,,,Richmond,TX,77407,713442-1161,713442-2410,,,
Kelsey - Seybold Medical Group, PLLC,1200 McKinney St., Ste 473,Radiology Department,,Houston,TX,77010,713442-1161,713442-2410,,
Kelsey Seybold Medical Group PLLC,8233 North Sam Houston Pkwy. East,,,Humble,TX,77396,713442-2137,713442-3653,,,,
Kelsey Seybold Medical Group, PLLC,520 Gulfgate Center Mall,,,Houston,TX,77087,713442-0000,713442-3653,,,
Kelsey-Seybold Medical Group PLLC,1900 N Loop W 4th Floor,,,Houston,TX,77018,713442-1589,713442-4028,,,,
Kelsey-Seybold Medical Group, PLLC,25553 US Highway 59 North,,,Porter,TX,77365,713442-2137,713442-2114,,,
Kelsey-Seybold Medical Group, PLLC,560 Meyerland Plaza Mall,,,Houston,TX,77096,713442-1155,713442-3653,,,
Kelsey-Seybold Medical Group, PLLC,2510 W. Grand Parkway N.,,,Katy,TX,77449,713442-1161,713442-1176,,,
Kelsey-Seybold Medical Group, PLLC,106 Vision Park Blvd,,,Shenandoah,TX,77384,713442-1589,713442-1577,,,
Kelsey-Seybold Medical Group, PLLC,2515 Business Center Dr.,,,Pearland,TX,77584,713442-4327,713442-4325,,,
Kelsey-Seybold Medical Group, PLLC,15655 Cypress Woods Med Dr,Ste 100,,Houston,TX,77014,713442-1161,713442-1176,,,
Kelsey-Seybold Medical Group, PLLC,1111 Augusta Dr.,,,Houston,TX,77057,713442-1161,713442-2410,,,
Kelsey-Seybold Medical Group, PLLC,10701 Vintage Preserve Pkwy,,,Houston,TX,77070,713442-1589,713442-1557,,,
Kelsey-Seybold Medical Group, PLLC,5001 E. Sam Houston Pkwy South,,,Pasadena,TX,77505,713442-4327,713442-4325,,,
Kelsey-Seybold Medical Group, PLLC,1001 Campbell Road,,,Houston,TX,77055,713442-1161,713442-2410,,,
Kelsey-Seybold Medical Group, PLLC,2727 West Holcombe,2nd Fl Mammography,,Houston,TX,77025,713442-00001161,713442-3653,,,
Kelsey-Seybold Medical Group, PLLC,1010 South Ponds Drive,,,Webster,TX,77058,713442-4327,713442-4325,,,
Kelsey-Seybold Medical Group, PLLC,7900 Fannin Ste 2100,,,Houston,TX,77054,713442-1161,713442-3931,,,
Kelsey-Seybold Medical Group, PLLC,11555 University Blvd.,,,Sugar Land,TX,77478,713442-1161,713442-6376,,,
Kelsey-Seybold Medical Group, PLLC dba Kelsey Seybold Clinic,13105 Wortham Center Drive,,,Houston,TX,77065,713442-1589,713442-1551,,,
Kenmore Mercy Hospital,2950 Elmwood Avenue,Mammography,,Kenmore,NY,14217,716447-6111,716447-6282,,,,
Kenner Army Health Clinic,700 24th St., Bldg. 8130,Radiology Department,,Fort Lee,VA,23801,804734-9118,804734-9008,,,
Kenosha Radiology Center,10117-74th Street Suite 150,,,Kenosha,WI,53142,262697-7770,262697-7771,,,,
Kent Hospital - ACC,111 Brewster Street,,,Pawtucket,RI,2860,401737-701035557,401736-1023,,,,
Kent Hospital Women's Imaging Center,455 Toll Gate Rd,,,Warwick,RI,2886,401736-1988,401736-1010,,,,
Kentucky Breast Care,38 Joe T Petty Dr,,,Russell Springs,KY,42642,606219-4184,606678-8368,,,,
Kentucky Breast Care,100 Sarah's Lane,,,Somerset,KY,42503,606219-4184,606678-8368,,,,
Kentucky River Medical Center,540 Jett Drive,,,Jackson,KY,41339,606666-6330,606666-6120,,,,
Keokuk Clinic,3285 Main Street,,,Keokuk,IA,52632,319524-6274,319524-9068,,,,
Keokuk County Health Center,23019 Hwy 149,,,Sigourney,IA,52591-8341,641622-2720405,641243-8296,,,,
Keralty Hospital,2500 South West 75th Avenue,,,Miami,FL,33155,305264-52521534,305267-6920,,,,
Kern Medical,3551 Q St. Suite 101,,,Bakersfield,CA,93301,661326-2520,661862-4940,,,,
Kern Medical Center,1700 Mt Vernon Ave,,,Bakersfield,CA,93306,661326-2520,661326-2888,,,,
Kern Radiology,3838 San Dimas Street, Suite A-120,,,Bakersfield,CA,93301,661326-960023320,661395-0871,,,
Kern Radiology,9330 Stockdale Hwy Ste 100,,,Bakersfield,CA,93311,661326-9600,661654-8543,,,,
Kern Radiology Medical Group,1817 Truxtun Avenue,,,Bakersfield,CA,93301,661616-1488,661616-3509,,,,
Kern Radiology Medical Group,9900 Stockdale Hwy Ste 100,,,Bakersfield,CA,93311-3633,661325-6800,661362-0129,,,,
Kern Radiology Medical Group, Inc.,2301 Bahamas Dr,,,Bakersfield,CA,93309-2388,661326-96006462,661332-8041,,,
Kettering Health Breast Center  Cornerstone,7740 Washington Village Dr., Ste. 140,,,Dayton,OH,45459,937439-7420,937439-7449,,,
Kettering Health Breast Center  Huber,8701 Old Troy Pike,,,Huber Heights,OH,45424,937558-3717,937558-3727,,,,
Kettering Health Breast Center at Springfield,2300 N. Limestone St.,Suite 110,,Springfield,OH,45503,937299-0099,937299-3727,,,,
Kettering Health Breast Center Dayton,405 Grand Ave.,Radiology Dept.,,Dayton,OH,45405-4796,937723-3270,937723-3273,,,,
Kettering Health Breast Center Greene Memorial,1141 North Monroe Dr.,,,Xenia,OH,45385,937558-3717,937558-3727,,,,
Kettering Health Breast Center Lincoln Park,580 Lincoln Park Blvd., Ste. 200,,,Kettering,OH,45429,937299-0099,937558-3727,,,
Kettering Health Breast Center Main Campus,3700 Southern Blvd.,,,Kettering,OH,45429,937558-3717,937558-3727,,,,
Kettering Health Breast Center Miamisburg,4000 Miamisburg-Centerville Rd,Ste 220,,Miamisburg,OH,45342,937299-0099,937558-3727,,,,
Kettering Health Breast Center Middletown,6147 State Route 122,,,Middletown,OH,45005,937299-0099,937558-3727,,,,
Kettering Health Breast Center Preble,450 Washington Jackson Rd.,,,Eaton,OH,45320,937456-8306,937456-8307,,,,
Kettering Health Breast Center Soin,3535 Pentagon Blvd,Suite 230,,Beavercreek,OH,45431,937299-0099,937702-4011,,,,
Kettering Health Breast Center Sugarcreek,6438 Wilmington Pike,Ste 200,,Centerville,OH,45459,937299-0099,937299-0558,,,,
Kettering Health Breast Center Troy,600 W. Main St.,Suite 240,,Troy,OH,45373-2928,937299-0099,937558-3727,,,,
Kettering Health Breast Center Vandalia,113 W. National Road,,,Vandalia,OH,45377,937558-3717,937558-3727,,,,
Kettering Heath Hamilton,630 Eaton Ave,,,Hamilton,OH,45013,513867-2382,513867-2836,,,,
KFH- Playa Vista Medical Offices,5300 McConnell Ave.,,,Los Angeles,CA,90066,323857-3766,323857-2292,,,,
KFH-Baldwin Hills Crenshaw,3782 West Martin Luther King Jr. Blvd.,,,Los Angeles,CA,90008,323857-3766,323857-2292,,,,
Kimbrough Ambulatory Care Center,2480 Llewellyn Ave. Ste. 5800,,,Fort George G. Meade,MD,20755-5129,301677-8488,301677-8191,,,,
King's Daughters Medical Center Ohio,1901 Argonne Rd.,,,Portsmouth,OH,45662,606408-2742,606408-6470,,,,
King's Daughters' Medical Center,2225 Central Ave,,,Ashland,KY,41101,606408-2742,606408-6470,,,,
Kingman Healthcare Center,750 Avenue D West,,Crystal Robinson,Kingman,KS,67068,620532-0114,620532-0169,,,,
Kings County Hospital Center,451 Clarkson Ave S-2nd flr.,,,Brooklyn,NY,11203,718245-5503,718245-4416,,,,
Kings Daughters Medical Center: Mammography Dept,427 Highway 51 North,,,Brookhaven,MS,39601,601835-9292,601835-9291,,,,
Kingsbrook Jewish Medical Center,585 Schenectady Avenue,,,Brooklyn,NY,11203,718604-54616693,718363-6884,,,,
Kirby Medical Center,1000 Medical Ctr Dr,Radiology Department,,Monticello,IL,61856,217762-1811,217762-1812,,,,
Kissell Hill Outpatient Center,51 Peters Road,,,Lititz,PA,17543,717544-5941,717544-0296,,,,
Kit Carson County Memorial Hospital,286 16th St,,,Burlington,CO,80807,719346-4752,719346-4755,,,,
Kittitas Valley Healthcare,603 S. Chestnut St.,,,Ellensburg,WA,98926,509962-7385549,509925-8481,,,,
Kitty Degree Breast Health Center,2600 Tower Drive, Suite 409,,,Monroe,LA,71201,318812-7465,318966-7151,,,
Klickitat Valley Health,310 S Roosevelt Avenue,DIAGNOSTIC IMAGING,,Goldendale,WA,98620,509773-40222178,509773-6497,,,,
Knapp Medical Center,1401 East 8th Street,,,Weslaco,TX,78596,956969-5175,956973-5538,,,,
Knox Community Hospital,1330 Coshocton Rd.,,,Mt. Vernon,OH,43050,740393-9937,740399-3145,,,,
Knox Hospital Company LLC,102 E Culver Rd.,,,Knox,IN,46534,574772-1177,574772-1233,,,,
Knoxville Comprehensive Breast Ctr.,1400 Dowell Springs Blvd. Ste. 200,,,Knoxville,TN,37909,865584-0291,865584-4426,,,,
Knoxville Hospital and Clinics,1002 South Lincoln,,,Knoxville,IA,50138,641842-15181518,641842-1472,,,,
Knoxville West Center for Breast Health,9314 Parkwest Boulevard,Ste 303,,Knoxville,TN,37923,865531-5878,865531-5856,,,,
Kootenai Outpatient  Imaging Center,1300 E. Mullan suite 700,KMC Health Park,,Post Falls,ID,83854,208625-6307,208625-6307,,,,
Kossuth Regional Health Center,1515 South Phillips,,,Algona,IA,50511,515295-4460,515295-4467,,,,
Koweta Indian Health Facility,31870 East Highway 51,,,Coweta,OK,74429,918279-3209,918279-1097,,,,
Kristin Byrne, MD Women's Radiology, PC,1045 Park Ave,,,New York,NY,10028,212860-7700,212860-7703,,
KRMC Imaging Center,1033 Sycamore Ave,,,Kingman,AZ,86409,928681-8604,928263-3735,,,,
Krohn Clinic,610 W Adams St.,,,Black River Falls,WI,54615-9110,715284-4311,715284-2568,,,,
KU Med West,7405 Renner Road,,,Shawnee,KS,66217,913588-6804,913588-3440,,,,
Kuakini Medical Center,347 North Kuakini Street,,,Honolulu,HI,96817,808547-9545,808547-9585,,,,
L & M Diagnostic Imaging at Crossroads,196 Parkway South, Suite 102,,,Waterford,CT,6385,860444-3778,860444-4785,,,
La Colonia Diagnostic Center,395 West 10 ST,,,Hialeah,FL,33010,305608-1082,305823-3312,,,,
La Colonia Diagnostic Center,8399 Pines Blvd,,,Pembroke Pines,FL,33024,305608-1082,305823-3312,,,,
La Colonia Diagnostic Center,20407 Old Cutler Road,,,Cutler Bay,FL,33189,786438-2348,305602-4891,,,,
La Grange Internal Medicine,1602 Vernon Rd, Suite 400,,,LaGrange,GA,30240,706882-93412660,706884-0131,,,
La Paz Regional Hospital,1200 Mohave Road,Radiology Department,,Parker,AZ,85344,928669-7325,928669-7324,,,,
Labette Health,1902 Hwy 59 South,P.O. Box 956,,Parsons,KS,67357,620421-48805444,620820-5189,,,,
Laburnum Diagnostic Imaging Center,4630 S Laburnum Ave,Ste C,,Richmond,VA,23231,804226-4637,804222-7551,,,,
Lac Courte Oreilles Health Center,13380 West Trepania Road,,,Hayward,WI,54843,715638-51665166,715634-0484,,,,
LAC USC Medical Center,1100 North State St.,Diagnostic and Treatment Tower 3rd floor,,Los Angeles,CA,90033,323409-5167,323441-8233,,,,
Lackawanna Mobile X-Ray, Inc. - MOBILE,1229 Monroe Ave,,,Dunmore,PA,18509,570344-1112,570344-7807,,,
Lackey Memorial Hospital,330 North Broad Street,,,Forest,MS,39074,601469-4151329,601469-3348,,,,
Lafayette Regional Health Center,1500 State St.,,,Lexington,MO,64067,660259-6863,660259-6806,,,,
Lahey Clinic,41 Mall Rd.,,,Burlington,MA,1805,781744-8595,781744-3738,,,,
Lahey Lexington,16 Hayden Avenue,,,Lexington,MA,2421,781744-8000,781372-7086,,,,
Lahey Medical Center Peabody,1 Essex Center Drive,,,Peabody,MA,1960,978538-4662,781744-8595,,,,
Lahey Outpatient Center, Danvers,480 Maple St,,,Danvers,MA,1923,978922-30002399,978304-8125,,,
Lake Charles Memorial Hospital for Women,1900 W. Gauthier Road,,,Lake Charles,LA,70605,337480-7444,337480-7445,,,,
Lake Chelan Community Hospital,503 East Highland Ave,Chelan Co. Public Hosp. Dist  2, PO Box,,Chelan,WA,98816,509682-33006003,509682-5077,,,
Lake City Community Hospital,258 N. Ron McNair Blvd.,,,Lake City,SC,29560,843374-6147,843374-6133,,,,
Lake City Medical Center Outpatient Imaging,3140 NW Medical Center Ln,Ste 100,,Lake City,FL,32055,386755-0101,386755-0690,,,,
Lake Cumberland Imaging Center,45 Tower Circle,,,Somerset,KY,42503,606678-3545,606678-3432,,,,
Lake District Hospital,700 South J St,,,Lakeview,OR,97630,541947-2114233,541947-5575,,,,
Lake Granbury Medical Center,1310B Paluxy Road,,,Granbury,TX,76048,817736-1403,866366-5798,,,,
Lake Huron Medical Center,2601 Electric Ave,,,Port Huron,MI,48060,810216-1856,810216-1676,,,,
Lake Huron Medical Center- North Campus,4190 24th Avenue,,,Fort Gratiot,MI,48059,810216-1572,810216-1676,,,,
Lake Imaging Center,7135 Perkins Road,,,Baton Rouge,LA,70808,225765-6500,225765-2018,,,,
Lake Martin Community Hospital,201 Mariarden Rd.,,,Dadeville,AL,36853,256825-3245,256827-0811,,,,
Lake Med Imag & Breast Ctr at The Villages Mulberry Grove,8801 SE 165th Mulberry Lane,,,The Villages,FL,32162,352365-0777,352787-4655,,,,
Lake Medical Imaging & Breast Center at Colony Plaza,340 Heald Way,,,The Villages,FL,32163,352365-0777,352315-6329,,,,
Lake Medical Imaging & Breast Center at The Villages LLC,910 Old Camp Rd Ste 120,,,The Villages,FL,32162,352365-0777,352391-9165,,,,
Lake Medical Imaging and Breast Ctr,1400 Highway 441 North,Suite 511,,The Villages,FL,32159,352365-0777,352315-6329,,,,
Lake Medical Imaging and Vascular Institute Leesburg,801 E Dixie Ave, Ste104,,,Leesburg,FL,34748,352365-0777,352787-4655,,,
Lake Medical Imaging at CAHB,2955 Brownwood BLVD,Suite 112,,The Villages,FL,32163,352787-5858,352315-6329,,,,
Lake Norman Imaging Center,146 Medical Park Dr,,,Mooresville,NC,28117,704660-4920,704660-4981,,,,
Lake Orion Diagnostic Imaging,1375 South Lapeer Rd. Ste 104,,,Lake Orion,MI,48360,248858-6092,248858-6720,,,,
Lake Pointe Operating Company  L.L.C.,dba Baylor S&W Imaging Center Forney,763 E US Hwy 80,Ste 120,Forney,TX,75126,972520-9002,972520-9520,,,,
Lake Pointe Operating Company, LLC,dba Baylor S&W Imaging Center Greenville,4400 IH-30 West,Suite 200,Greenville,TX,75402,972520-9600,972520-9610,,,
Lake Pointe Operating Company, LLC,dba Baylor S&W Imaging Center Wylie,2300 FM 544,Suite 110,Wylie,TX,75098,972366-3450,972442-8317,,,
Lake Pointe Operating Company, LLC,dba Baylor S&W Imaging Center Rockwall,1005 West Ralph Hall Pkwy,Suite 121,Rockwall,TX,75032,972520-9729,,,,
Lake Pointe Operating Company, LLC,dba Baylor S&W Medical Center LakePointe,6800 Scenic Drive,,Rowlett,TX,75088,972520-9018,972520-9029,,,
Lake Region Healthcare Corp.,712 S Cascade St,P.O. Box 728,,Fergus Falls,MN,56537-0728,218736-8341,218736-8723,,,,
Lake Regional Imaging Partners, LLC,1075 Nichols Rd,,,Osage Beach,MO,65065,573348-6161,573348-6162,,,
Lake Serene Mammography HBC,6813 US Highway 98,,,Hattiesburg,MS,39402,601268-5744,601268-5868,,,,
Lake View Memorial Hospital, Inc,325 11th avenue,,,Two Harbors,MN,55616,218834-7700,218834-7727,,,
Lakeland  Hospital Niles,31 North St. Joseph Avenue,,,Niles,MI,49120,269556-28447860,269556-2861,,,,
Lakeland Community Hospital,42024 Highway 195,,,Haleyville,AL,35565,205485-7140,205485-7265,,,,
Lakeland Hospital Watervliet,400 Medical Park Dr.,,,Watervliet,MI,49098,269556-2810,269463-4805,,,,
Lakeland Medical Associates,117 Medical Circle,,,Athens,TX,75751,903676-32003265,903676-3211,,,,
Lakeland Premier Women's Clinic,2506 Lakeland Dr.,Suite 600,,Flowood,MS,39232,601939-1600107,601939-1606,,,,
Lakes Radiology,14575 NW 77th Ave Ste 100/200,,,miami lakes,FL,33014,305231-1115,305231-1116,,,,
Lakes Regional Healthcare,2301 Hwy 71 South,,,Spirit Lake,IA,51360,712336-8777,712336-8636,,,,
Lakeside Medical Ctr-Hlth Care District Palm Bch Co,39200 Hooker Hwy,,,Belle Glade,FL,33430,561996-657134846,561996-2423,,,,
Lakeside Women's Hospital,10900 Hefner Pointe Dr,Suite 501,,Oklahoma City,OK,73120,405951-2603,405418-0310,,,,
Lakeview Clinic, Ltd.,424 State Hwy 5 West,,,Waconia,MN,55387,952442-44617282,952442-5751,,,
Lakeview Hospital,927 W Churchill St.,,,Stillwater,MN,55082,651430-4612,651430-4691,,,,
Lakeview Hospital,630 E. Medical Dr,,,Bountiful,UT,84010,801299-3822,801299-3823,,,,
Lakeview Regional Medical Center,a campus of Tulane Med Ctr,95 Judge Tanner Blvd,,,Covington,LA,70433,985867-4049,985867-3895,,,
Lakewood Family Health Center,14601 Detroit Ave,,,Lakewood,OH,44107,216237-55005708,216237-5705,,,,
LakeWood Health Center,600 Main Ave S,,,Baudette,MN,56623,218634-3402,218634-3480,,,,
Lakewood Health System,49725 County 83,,,Staples,MN,56479,218894-8465,218894-8721,,,,
Lakewood Ranch Breast Health Center,8340 Lakewood Ranch Blvd,Suite 160,,Bradenton,FL,34202,941782-2264,941782-2556,,,,
Lancaster General Health Center, Lebanon,1701 Cornwall road,,,Lebanon,PA,17042,717544-5941,717544-0296,,,
Lancaster General Health- Downtown Pavilion,540 N Duke Street,,,Lancaster,PA,17602,717544-5941,717544-0296,,,,
Lancaster General Medical Services at Willow Lakes,212 Willow Valley Lakes Dr., Ste. 101,Lancaster General Hospital,,Willow Street,PA,17584,717544-5941,717544-0296,,,
Lancaster General Norlanco,424 Cloverleaf Rd.,,,Elizabethtown,PA,17022,717544-5941,717544-0296,,,,
Lancaster Imaging,44725 N. Tenth Street West, Suite 150,,,Lancaster,CA,93534,661945-5855,661945-7568,,,
Lander Medical Clinic,745 Buena Vista Drive,,,Lander,WY,82520,307332-29415,307332-1920,,,,
Landstuhl Regional Medical Center,CMR 402,MCEUL-R,,APO,AE,09180-3460,6.37195E+11,4963718,,,,
Lane Medical Plaza,6550 Main St,Mammo Dept,,Zachary,LA,70791,225658-6777,225658-4179,,,,
Lane Regional Medical Center,6300 Main Street,Imaging Dept. - Mammo,,Zachary,LA,70791-2438,225658-6777,225658-4179,,,,
Langston Hughes Health Center,2390 East 79th,,,Cleveland,OH,44104,216361-1773,216445-1654,,,,
Lanshe Breast Center,451 W Chew Street,Suite 210,,Allentown,PA,18102,484526-10000,610776-4711,,,,
Lapeer Imaging Center,3273 Davison Rd., Ste. 3,,,Lapeer,MI,48446,810245-5675,810245-6650,,,
Lapeer Medical Diagnostics,944 Baldwin Rd., Ste. F,,,Lapeer,MI,48446,810245-7812,810245-7821,,,
Larchmont Imaging Assoc.,401 Young Ave., Ste. 185,,,Moorestown,NJ,8057,609261-45001258,609261-2519,,,
Larchmont Imaging Associates,210 Ark Rd,,,Mount Laurel,NJ,8054,609261-45001258,609261-2519,,,,
Larchmont Imaging Associates,219 Sunset Road,,,Willingboro,NJ,8046,609261-4500,609261-2519,,,,
Larchmont Imaging Associates,103 Old Marlton Pike, Suite 115,,,Medford,NJ,8055,609261-45001258,609261-2519,,,
Laredo Medical Center,1700 E Saunders St,,,Laredo,TX,78044,956796-3729,956796-4408,,,,
Laredo Regional Medical Center,10700 McPherson Rd.,dba Doctors Hospital of Laredo,,Laredo,TX,78045,956523-2088,956523-2840,,,,
Laredo Texas Hospital Company LP dba LMC North,7210 McPherson Rd.,,,Laredo,TX,78041,956796-3729,956796-4760,,,,
Las Vegas Radiology,7660 W Cheyenne Ave  Ste 112,,,Las Vegas,NV,89129,702254-5004135,702405-8435,,,,
LaSalle General Hospital,187 9th St,,,Jena,LA,71342,318992-9200,318992-9245,,,,
Laura and Isaac Perlmutter Cancer Center,160 East 34th St, 3rd Fl,,,New York,NY,10016,212731-5002,212731-5554,,,
Laura Dreier Breast Center,925 E McDowell,,,Phoenix,AZ,85006,602839-2145,602839-6541,,,,
Laura Perlmutter Center for Women's Imaging,221 Lexington Ave.,,,New York,NY,10016,646754-1334,646754-1334,,,,
Laurel Park Women's Imaging,4355 HICKORY BOULEVARD,,,Granite Falls,NC,28638,828757-52185218,828757-5206,,,,
Laurel Park Women's Imaging,906 College Avenue Street SW,,,Lenoir,NC,28645,828757-55025218,828757-5206,,,,
Laurentian Medical Clinic,8373 Unity Drive,,,Virginia,MN,55792-4005,218748-7470,218748-7485,,,,
Lavaca Hospital District,dba Lavaca Medical Center,1400 North Texana Street,,Hallettsville,TX,77964,361798-36711420,361798-5649,,,,
Lavillita Clinic Radiology,3303 West 26th Street,,,Chicago,IL,60623,773522-1546,773522-2558,,,,
Lawrence & Memorial Hospital,365 Montauk Avenue,,,New London,CT,6320,860444-3778,860444-4785,,,,
Lawrence County Memorial Hospital,2200 State Street,,,Lawrenceville,IL,62439,618943-7221,618943-7240,,,,
Lawrence General Hospital,1 General St,,,Lawrence,MA,1842,978683-40008103,978946-8146,,,,
Lawrence General Hospital Women's Health Imaging,323 Lowell st Suite 301,,,Andover,MA,1810,978475-5213,978946-8352,,,,
Lawrence Medical Center,202 Hospital St.,,,Moulton,AL,35650,256974-2230,256974-0640,,,,
Lawrence Memorial Health Foundation, Inc,1309 West Main Street,P.O. Box 839,,Walnut Ridge,AR,72476,870886-4898,,,,
Lawrence Memorial Hospital,170 Governors Avenue,,,Medford,MA,2155,781338-7111,781338-6472,,,,
LBJ Tropical Medical Center,P.O. Box LBJ,Mammography Department,,Pago Pago,AS,96799,684633-1222646,684633-1869,,,,
LDS Hospital,8th Avenue & C St,,,Salt Lake City,UT,84143,801507-7840,801507-7899,,,,
LeConte Medical Center,742 Middle Creek Rd.,,,Sevierville,TN,37862,865446-8000,865446-8014,,,,
Lee Health Breast Health Center at Surfside,2441 Surfside Blvd,,,Cape Coral,FL,33914,239424-1499,239343-9428,,,,
Lee Health Breast Health Center Healthpark Commons,16281 Bass Rd., Ste. 204,Healthpark Commons,,Fort Myers,FL,33908,239343-1999,239343-9428,,,
Lee Health Breast Health Center Sanctuary,8960 Colonial Center Dr. Ste 100,,,Fort Myers,FL,33905,239343-1999,239343-9428,,,,
Lee Health Coconut Point,23450 Via Coconut Point,,,Estero,FL,34135,239343-1999,239343-9428,,,,
Lee's Summit Medical Center,2100 SE Blue Pkwy.,,,Lee's Summit,MO,64063,816282-5608,816282-5602,,,,
Legacy Good Samaritan Breast Health Center,1040 NW 22nd Ave, Ste LL,,,Portland,OR,97210,503413-8114,503413-8211,,,
Legacy Imaging Services at Cedar Hills,2725 SW Cedar Hills Blvd., Suite 255,,,Beaverton,OR,97005,503415-4150,503415-4151,,,
Legacy Imaging Services at St. Helens,475 S. Columbia River Hwy, Suite 110,,,St. Helens,OR,97051,503397-1192,503366-3017,,,
Legacy Meridian Park Medical Center,19300 SW 65th Ave,,,Tualatin,OR,97062,503413-7800,503692-7720,,,,
Legacy Salmon Creek Breast Center,2101 NE 139th St., Ste. 155,,,Vancouver,WA,98686,360487-1800,360487-1494,,,
Legacy Silverton Medical Center,342 Fairview St.,,,Silverton,OR,97381,503873-17501757,503873-1734,,,,
Legacy Woodburn Diagnostic Imaging,693 Glatt Circle, Ste. 1,Woodburn Diagnostic Imaging,,Woodburn,OR,97071,503982-4863,503982-4895,,,
LEHIGH VALLEY HOSP at HEALTH AND WELLNESS CTR HAZLETON,50 Moisey Dr.,,,Hazleton,PA,18202,570501-6660,570501-6971,,,,
Lehigh Valley Hospital -Pocono Radiology Services,447 Office Plaza, Bldg. 400, Ste. C,Route 447,,East Stroudsburg,PA,18301,272762-2616,570420-2522,,
Lehigh Valley Hospital Pocono Bartonsville Healthcare Center,600 Commerce Boulevard,,,Stroudsburg,PA,18360-0600,570476-3500,570420-2522,,,,
Lehigh Valley Hospital-Schuylkill E. Norwegian St,700 E. Norwegian Street,,,Pottsville,PA,17901,888402-5846,570621-4101,,,,
Lehigh Valley Schuylkill- Imaging Center,171 Red Horse Rd,Gordon Nagle Trail,,Pottsville,PA,17901,570621-5999,570621-4101,,,,
Leila J. Eisenstein Breast Ctr. at Providence Medford Med,1698 E McAndrews, Suite 180,,,Medford,OR,97504,541732-5082,541732-6120,,,
Lemuel Shattuck Hospital,170 Morton Street,,,Jamaica Plain,MA,2130,617971-3366,617971-3856,,,,
Lenox Hill Hospital,100 E 77th St.,,,New York,NY,10075,212434-2932,212434-2984,,,,
Lenox Hill Radiology & Medical Associates, P.C.,375 East Main Street, Suite 12,,,Bayshore,NY,11706,631665-2275,631665-5535,,
Lenox Hill Radiology & Medical Associates, P.C.,272 N Broadway,,,Hicksville,NY,11801,631277-1600,516797-8463,,,
Lenox Hill Radiology & Medical Associates, P.C.,3235 Hempstead Turnpike,,,Levittown,NY,11756,631277-1600,443339-6327,,,
Lenox Hill Radiology & Medical Associates, P.C.,443 Sunrise Highway,,,Lynbrook,NY,11563,631277-1600,516797-8463,,,
Lenox Hill Radiology & Medical Associates, P.C.,146 Manetto Hill Rd,,,Plainview,NY,11803,516822-3615,516822-0008,,,
Lenox Hill Radiology & Medical Associates, P.C.,1390 Hempstead Tpke,,,Elmont,NY,11003,631277-1600,516797-4246,,,
Lenox Hill Radiology & Medical Associates, P.C.,214 Wall St.,,,Huntington,NY,11743,631427-8869,631427-5414,,,
Lenox Hill Radiology & Medical Imaging Assoc., PC - NYPMI,525 Park Avenue,,,New York,NY,10065,212888-10001531,973767-0259,,,
Lenox Hill Radiology & Medical Imaging Associates P.C,,147 W 15th St,,,New York,NY,10011,212473-2300,212473-4780,,,
Lenox Hill Radiology & Medical Imaging Associates P.C.,144 4th Avenue,,,New York,NY,10013,212473-2300,212473-4780,,,,
Lenox Hill Radiology & Medical Imaging Associates P.C.-NYPMI,61 E 77th St.,,,New York,NY,10075,212772-31111239,212288-1852,,,,
Lenox Hill Radiology & Medical Imaging Associates, P.C.,5 Columbus Circle 1790 Broadway 9th Floo,,,New York,NY,10019,212590-2900,212590-5599,,,
Lenox Hill Radiology & Medical Imaging Associates, P.C.,115 Main St.,,,Tuckahoe,NY,10707,914793-1234,914793-4744,,,
Lenox Hill Radiology & Medical Imaging Associates, PC,984 N. Broadway Suite LL 010,,,Yonkers,NY,10701,914776-7700,914776-7789,,,
Lenox Hill Radiology & Medical Imaging Associates, PC,240 Madison Ave, 2nd Fl,,,New York,NY,10016,212772-3111,212490-3933,,
Lenox Hill Radiology -  Bay Parkway,6010 Bay Pkwy,,,Brooklyn,NY,11204,718307-5020,718232-4761,,,,
Lenox Hill Radiology - Downtown,447 Atlantic Ave,,,Brooklyn,NY,11217,646680-1848,718491-4081,,,,
Lenox Hill Radiology - East 95th Street,215 East 95th St.,Suite C,,New York,NY,10128,646680-2767,212423-3489,,,,
Lenox Hill Radiology - East Islip,369 East Main St, Ste 16,Building III,,East Islip,NY,11730,631277-1600,631277-1638,,,
Lenox Hill Radiology - Eastern Parkway,1128 Eastern Parkway,,,Brooklyn,NY,11213,718732-7232,718282-7068,,,,
Lenox Hill Radiology - Freeport,375 Sunrise Highway,,,Freeport,NY,11520,631277-1600,516797-8463,,,,
Lenox Hill Radiology - Great Neck,907 Northern Boulevard,,,Great Neck,NY,11021,631277-1600,631626-2731,,,,
Lenox Hill Radiology - Harlem,215 W 125th St,,,New York,NY,10027,212812-6569,212931-0619,,,,
Lenox Hill Radiology - Patchogue,240 Patchogue Yaphank Rd,Sills Rd.,,Patchogue,NY,11772,631475-2639,631475-3369,,,,
